Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita),Population,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Ukraine,UKR,Europe & Central Asia,Lower middle income,1990,4856.585851384,51892000,,0.650122965,6763.203058131,4787.481692746,98.003189087,16.007594718
Uruguay,URY,Latin America & Caribbean,High income,1990,723.845968587,3109989,1.284044091,44.812477320,6360.382527755,1244.377391689,96.290275574,4.558336120
United States,USA,North America,High income,1990,7671.773065783,249623000,19.322751181,4.175462186,23954.479354867,11713.331704210,100,33.022308210
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1990,2260.766942955,20510000,,1.329744598,1984.903406542,2383.227693808,98.413619995,7.157968970
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1990,273.791005070,107505,0.750420911,15.439773275,3604.049279027,,66.053916931,64.102564103
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1990,1993.133002611,19861956,6.150574395,11.977330186,9339.954430218,2449.053859549,97.389587402,58.983050847
British Virgin Islands,VGB,Latin America & Caribbean,High income,1990,,16461,4.009841443,1.453020078,,,,24.733333588
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1990,,103963,,0,,,100,67.371428353
Vietnam,VNM,East Asia & Pacific,Lower middle income,1990,261.928550972,68209605,0.313855299,76.081644655,939.042719208,94.942640410,74.114669800,28.765860702
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1990,158.994803388,146634,0.450141168,24.157966865,1647.689035806,,7.006693363,36.095159967
Samoa,WSM,East Asia & Pacific,Upper middle income,1990,265.472474304,162866,0.630432380,46.204608551,2358.562478715,,77.841415405,45.936395760
Kosovo,XKX,Europe & Central Asia,Lower middle income,1990,,1862000,,,,,87.694694519,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1990,208.462790906,12057039,0.795928337,2.148637786,2150.416403545,122.003420574,36.009098053,1.039831809
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1990,2421.586599229,37560525,8.341332103,16.627821708,6269.359382308,4152.977094969,59.337940216,7.617736524
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1990,678.851656974,8027253,0.304698133,82.982734230,1513.668718464,762.776506484,13.9,71.025975598
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1990,913.008134153,10183113,1.536212158,63.976409413,1866.984094089,886.565827169,30.357831955,57.293524622
Aruba,ABW,Latin America & Caribbean,High income,1991,,64622,26.046129801,0.234954768,25754.131365916,,88.780845642,2.333333260
Afghanistan,AFG,South Asia,Low income,1991,,12993657,0.187672724,17.036443528,,,0.010000000,2.067824648
Angola,AGO,Sub-Saharan Africa,Lower middle income,1991,479.871503012,12553446,0.405450105,71.888639204,3030.931485796,53.132821060,12.579379082,48.809817293
Albania,ALB,Europe & Central Asia,Upper middle income,1991,572.781843951,3266790,1.312212600,32.998174238,1909.591656576,418.453588997,100,28.717152394
Andorra,AND,Europe & Central Asia,High income,1991,,56671,7.182456636,14.273550207,,,100,34.042553191
United Arab Emirates,ARE,Middle East & North Africa,High income,1991,11922.62538667,1970026,28.939135321,0,70238.338962664,8015.122643051,100,3.541255984
Argentina,ARG,Latin America & Caribbean,High income,1991,1430.514981690,33193918,3.527703810,8.748184307,8145.332833197,1342.926737362,91.123672485,12.606359953
Armenia,ARM,Europe & Central Asia,Upper middle income,1991,2317.918745334,3505251,,2.309435803,2227.669455874,2689.678998736,97.853591919,11.752722164
American Samoa,ASM,East Asia & Pacific,Upper middle income,1991,,48375,,0,,,,91.750001907
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1991,,67307,3.977164337,0,11076.679517206,,85.655105591,23.340910131
Australia,AUS,East Asia & Pacific,High income,1991,4927.781589910,17284000,15.127966212,8.245472260,17788.913377760,8522.159222402,100,16.736003541
Austria,AUT,Europe & Central Asia,High income,1991,3415.173082381,7754891,7.944096184,24.495798212,20585.153014676,6347.220096324,100,45.800435350
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1991,3087.874707743,7271000,,0.804646398,5558.818413149,2631.137395131,96.163726807,10.283956403
Burundi,BDI,Sub-Saharan Africa,Low income,1991,,5542048,0.043008469,94.238662625,707.027398348,,0.688546002,10.899532473
Belgium,BEL,Europe & Central Asia,High income,1991,5006.004706289,10004486,11.090999877,1.215081737,19675.762315910,6655.414381109,100,
Benin,BEN,Sub-Saharan Africa,Low income,1991,327.539824748,5149499,0.159512217,94.964848329,984.313665015,36.702599612,8.683940887,50.470024832
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1991,,9050084,0.069287423,93.253822962,598.789994606,,3.308718681,24.806652404
Bangladesh,BGD,South Asia,Lower middle income,1991,115.477324986,108727432,0.146609266,73.159667324,869.335328270,48.966483454,14.29,11.457325224
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1991,2536.644005057,8632367,6.666757565,2.250552832,4959.814878700,4361.144515751,100,30.116605341
Bahrain,BHR,Middle East & North Africa,High income,1991,10108.353849323,509765,23.299781272,0,25375.918279564,14214.392906535,,0.333333339
"Bahamas, The",BHS,Latin America & Caribbean,High income,1991,,261116,6.825173486,0,19469.280108784,,91.310501099,51.448551449
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1991,1444.920776200,4371603,,8.759514761,,2104.948688159,97.112236023,43.06640625
Belarus,BLR,Europe & Central Asia,Upper middle income,1991,4348.467922307,10194000,,0.898691698,5517.865517004,4426.034922503,100,38.841451390
Belize,BLZ,Latin America & Caribbean,Upper middle income,1991,,191126,1.880257003,32.441360657,3737.063533762,,88.189643860,70.160016466
Bermuda,BMU,North America,High income,1991,,59021,9.133172938,0,26261.125941855,,100,18.518518191
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1991,384.864771947,6992521,0.858995776,38.281541921,2555.468899594,281.300549544,57.853515625,57.716792728
Brazil,BRA,Latin America & Caribbean,Upper middle income,1991,940.001372712,151976577,1.443186893,48.938168495,6892.126836967,1483.011424846,89.835624695,65.105618595
Barbados,BRB,Latin America & Caribbean,High income,1991,,261275,4.617521768,18.483726233,9051.090952168,,,14.651163234
Brunei Darussalam,BRN,East Asia & Pacific,High income,1991,7333.502332184,266274,19.941173378,0.432168224,56686.656881033,4472.836251380,100,78.064514971
Bhutan,BTN,South Asia,Lower middle income,1991,,537284,0.348078484,95.919938142,1546.558798217,,0.481654525,53.862979641
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1991,875.831756346,1416731,1.861025840,48.082746401,5541.581706219,798.316688207,10.1,23.996788939
Central African Republic,CAF,Sub-Saharan Africa,Low income,1991,,3014624,0.068118611,93.752248267,599.127031824,,0.538830280,36.188000242
Canada,CAN,North America,High income,1991,7481.503837790,28171682,15.149259742,22.197840518,20060.672822982,16104.469729567,100,38.293893804
Switzerland,CHE,Europe & Central Asia,High income,1991,3637.194120334,6799978,6.280297083,17.472750484,27915.669689721,7538.406741904,100,29.226645687
Channel Islands,CHI,Europe & Central Asia,High income,1991,,141568,,,,,100,4.040404256
Chile,CHL,Latin America & Caribbean,High income,1991,1064.486012143,13457244,2.327632166,37.272778932,4947.369360052,1317.654640133,94.251533508,20.604491758
China,CHN,East Asia & Pacific,Upper middle income,1991,736.851801387,1150780000,2.229439639,33.258473541,1099.052227980,548.953753107,92.655815125,16.949547972
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1991,351.689707827,12710008,0.358909924,74.015662465,2059.565220954,144.374417388,37.787281036,32.177986193
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1991,416.987397694,12060729,0.091517436,83.189554049,1884.808703729,193.520640419,29,50.974170210
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1991,328.906238580,35914825,0.082498968,95.138812226,817.487229132,125.463509846,0.582454681,70.599057696
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1991,327.796147337,2507772,0.400657636,64.562678801,3420.883123330,178.644629576,0.834693372,66.497803807
Colombia,COL,Latin America & Caribbean,Upper middle income,1991,701.289002538,34916766,1.635914936,37.001227685,4991.542001419,842.288773250,90.760009766,57.823470595
Comoros,COM,Sub-Saharan Africa,Low income,1991,,423872,0.155721539,50.712660949,1583.164218895,,17.766576767,26.114990263
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1991,,349934,0.282936211,38.085338774,1096.280989251,,34.929313660,14.933002557
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1991,560.478818660,3175649,1.050799380,44.689470837,5195.642147512,1131.107373642,97.634201050,49.847237587
Cuba,CUB,Latin America & Caribbean,Upper middle income,1991,1350.827606288,10663585,2.786120615,47.174175182,,1049.834553764,92.999801636,19.513034927
Curacao,CUW,Latin America & Caribbean,High income,1991,10062.533326870,144403,,0,,4771.369015879,100,
Cayman Islands,CYM,Latin America & Caribbean,High income,1991,,26213,10.352039065,0,,,100,52.916665872
Cyprus,CYP,Europe & Central Asia,High income,1991,1778.897218721,783129,5.988914981,0.365810347,13367.811028115,2481.072722374,100,17.549783946
Czech Republic,CZE,Europe & Central Asia,High income,1991,4349.236238015,10308578,,3.975182450,11595.701258884,5256.302081626,100,34.023553772
Germany,DEU,Europe & Central Asia,High income,1991,4302.891175303,80013896,11.622646171,1.988632809,20952.528488038,6564.797194727,100,32.381635467
Djibouti,DJI,Middle East & North Africa,Lower middle income,1991,,606844,0.513632828,27.205443003,,,59.369525909,0.241587571
Dominica,DMA,Latin America & Caribbean,Upper middle income,1991,,70842,0.828209254,14.505195870,4479.656402163,,67.546981812,66.306666056
Denmark,DNK,Europe & Central Asia,High income,1991,3734.818398160,5154298,11.693311485,7.070898966,19044.602680324,6217.335513003,100,12.914130518
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1991,552.428995108,7325622,1.371066238,28.163243076,3620.810014954,398.327950855,78.2,23.661767245
Algeria,DZA,Middle East & North Africa,Upper middle income,1991,883.725361691,26554329,2.976897628,0.323692176,6591.301495785,529.405205456,98.377769470,0.696213672
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1991,636.004240516,10460990,1.577081423,24.163098901,5083.468048611,509.512006034,89.426101685,52.523661287
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1991,549.236567227,58752390,1.339789275,9.052034733,3805.713156312,678.627711996,94.318649292,0.045707971
Eritrea,ERI,Sub-Saharan Africa,Low income,1991,,3127297,,,,,19.011621475,16.425346535
Spain,ESP,Europe & Central Asia,High income,1991,2397.714172855,38966376,5.790484006,9.921293468,14410.228242477,3607.700136138,100,28.284158727
Estonia,EST,Europe & Central Asia,High income,1991,5841.390649158,1561314,,3.526222823,,5617.063575937,100,52.040575607
Ethiopia,ETH,Sub-Saharan Africa,Low income,1991,476.101613447,49821083,0.059913150,96.711289177,390.250529457,21.838144305,0.010000000,
Finland,FIN,Europe & Central Asia,High income,1991,5742.784228939,5013740,10.710477209,24.027018412,17557.462883950,12470.730432771,100,72.004990315
Fiji,FJI,East Asia & Pacific,Upper middle income,1991,,735473,0.912420986,60.066567144,3792.616196511,,61.991874695,52.307062092
France,FRA,Europe & Central Asia,High income,1991,4043.099021435,58559311,6.671689050,11.012221927,18322.662491771,6359.774280814,100,26.519724363
Faroe Islands,FRO,Europe & Central Asia,High income,1991,,47457,14.063130834,2.728308099,,,100,0.057306586
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1991,,98799,,,1903.454513274,,29.921451569,90.871429443
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1991,1247.108276947,978223,4.637060261,75.150444173,13452.082567086,904.701688674,65.704444885,85.380525478
United Kingdom,GBR,Europe & Central Asia,High income,1991,3707.951970728,57424897,9.870809033,0.608264131,17254.543135681,5451.677170618,100,11.555408993
Georgia,GEO,Europe & Central Asia,Lower middle income,1991,2079.052503153,4835900,,14.118750790,4177.738248865,2696.705887219,97.517250061,39.602820550
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1991,364.047402064,15039514,0.261623547,82.928378878,1312.804023866,339.771617620,25.687204361,38.038147997
Gibraltar,GIB,Europe & Central Asia,High income,1991,2590.716144050,29212,6.778652609,0,,2978.228125428,100,0
Guinea,GIN,Sub-Saharan Africa,Low income,1991,,6374329,0.161077346,89.408234426,917.024249993,,7.474211216,29.415594986
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1991,,949493,0.189240995,61.801672057,1001.597286232,,17.506305695,43.863635761
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1991,,1037155,0.169710410,88.572522286,1078.215631534,,0.265749454,78.463723412
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1991,,440624,0.324569247,83.959678342,640.032459015,,59.010517120,65.893049869
Greece,GRC,Europe & Central Asia,High income,1991,2094.621502652,10319927,7.176639815,8.316861357,13997.536826421,3253.220686542,100,25.827773089
Grenada,GRD,Latin America & Caribbean,Upper middle income,1991,,96454,1.140543679,8.106446363,4894.617767227,,82.037048340,49.970587562
Greenland,GRL,Europe & Central Asia,High income,1991,,55500,9.844738739,0,,,100,0.000643840
Guatemala,GTM,Latin America & Caribbean,Upper middle income,1991,478.287552711,9483270,0.532846371,74.255173480,3449.436125585,206.468865697,61.465667725,43.803658081
Guam,GUM,East Asia & Pacific,High income,1991,,133558,,0,,,,46.296296296
Guyana,GUY,Latin America & Caribbean,Upper middle income,1991,,744289,1.497762294,33.305461968,2033.910367673,,68.888694763,84.613661259
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1991,1554.122739917,5752000,4.979010779,1.041433078,18884.537421161,4401.251738526,100,
Honduras,HND,Latin America & Caribbean,Lower middle income,1991,470.672953524,5099951,0.529203516,70.201884837,2012.349713021,351.572005300,54.781937,71.155600122
Croatia,HRV,Europe & Central Asia,High income,1991,1811.534811530,4510000,,33.354541512,,2712.416851441,100,33.088892864
Haiti,HTI,Latin America & Caribbean,Low income,1991,215.146193268,7243391,0.137701251,81.692353662,1397.355857644,44.592373931,28.473966599,4.183599530
Hungary,HUN,Europe & Central Asia,High income,1991,2642.922571192,10373400,6.418858426,4.276663910,8311.264685571,3223.918869416,100,20.169132921
Indonesia,IDN,East Asia & Pacific,Lower middle income,1991,560.515306208,184615979,0.973538000,57.828741736,3245.683913997,177.931510468,48.9,64.381392073
Isle of Man,IMN,Europe & Central Asia,High income,1991,,69096,,,,,100,6.070175506
India,IND,South Asia,Lower middle income,1991,358.661866475,888054875,0.741158963,57.604793336,1160.459826558,291.953805220,44.938995361,21.553987994
Ireland,IRL,Europe & Central Asia,High income,1991,2827.844498173,3534235,8.884672638,2.229175901,14394.039486098,3897.873231407,100,6.996661344
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1991,1339.522208611,57375584,3.963387475,1.226917409,8379.374424563,999.832960306,95.832115173,5.587698330
Iraq,IRQ,Middle East & North Africa,Upper middle income,1991,889.265030404,17942715,2.543826227,0.746342013,2693.444986210,1092.922670844,93.805679321,1.841461519
Iceland,ISL,Europe & Central Asia,High income,1991,8054.356722538,257797,6.856146503,54.787423758,22050.631146358,15931.139617606,100,0.173266841
Israel,ISR,Middle East & North Africa,High income,1991,2324.539300869,4949000,7.426619721,6.025400839,15772.550815076,3981.208324914,100,6.196857953
Italy,ITA,Europe & Central Asia,High income,1991,2645.673237328,56758521,7.468379928,4.669413170,19456.302759179,4224.740105543,100,26.071537528
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1991,1143.794075269,2443689,3.173769248,7.693223527,5062.158742094,712.038233998,76.579429626,31.784857893
Jordan,JOR,Middle East & North Africa,Upper middle income,1991,901.571441398,3753433,2.610469935,2.882681815,4053.249154357,902.373906767,97.416069031,1.104941070
Japan,JPN,East Asia & Pacific,High income,1991,3575.246092268,123921000,8.871630055,4.730569218,20770.461035483,7009.029946498,100,68.410860146
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1991,4555.897510714,16450500,,1.287376689,7708.657900643,5641.834594693,97.891830444,1.267548246
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1991,451.332152007,24179598,0.200186951,78.826131515,1560.787336582,126.594329649,4.614890099,8.095195918
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1991,1520.614526391,4463600,,9.017271095,2103.672424339,2322.340711533,99.267257690,4.358706986
Cambodia,KHM,East Asia & Pacific,Lower middle income,1991,,9286976,0.140568039,,,,0.105638802,72.536824129
Kiribati,KIR,East Asia & Pacific,Lower middle income,1991,,73700,0.298534600,5.095217364,1275.339192189,,33.674140930,14.999999529
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1991,,41013,2.592909565,34.092112521,9959.717121845,,88.128616333,42.307692308
